year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,salemonth,saleyear
2006,Volkswagen,New Beetle,2.5 PZEV,Hatchback,automatic,3vwpg31c66m417680,ca,33,65104,silver,black,aaero sweet company,4500,6000,12,2014
2006,Toyota,Avalon,Limited,Sedan,,4t1bk36b36u073275,ca,19,149417,gray,beige,exeter finance corp,6750,5100,12,2014
2006,Mercedes-Benz,E-Class,E500,Sedan,automatic,wdbuf70j46a849180,ca,28,104525,black,black,onemain rem/manheim southern california,8075,6100,1,2015
2014,Ford,F-150,STX,SuperCrew,,1ftew1cm6eke45976,ca,44,10843,gray,gray,ford motor credit company,23100,24500,1,2014
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am4e5294742,ca,5,4760,red,black,jpmorgan chase bank n.a.,18100,18000,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5e5219994,ca,47,67486,red,black,dtg operations inc,14950,13700,12,2014
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h95er294243,ca,43,11231,red,black,ford motor credit company,18000,15600,2,2015
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5e5231711,ca,2,43660,white,black,hertz/tra,17200,8500,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f20el113174,ca,33,30689,red,tan,avis corporation,12000,11600,1,2015
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h79er258389,ca,2,21182,silver,black,enterprise vehicle exchange / tra / rental / tulsa,15550,11600,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5208563,ca,34,67805,red,black,dtg operations inc,12250,12700,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5e5210633,ca,37,65110,gray,black,dtg operations inc,12950,12900,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f24el306380,ca,,16398,gray,beige,enterprise vehicle exchange / tra / rental / tulsa,12650,2800,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f22el119557,ca,46,38700,silver,beige,ars/avis budget group,11650,11700,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em9e5205838,ca,41,66269,red,black,dtg operations inc,12550,12800,1,2015
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am9e5229269,ca,1,34500,black,black,fox rent a car tra,15650,10300,12,2014
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1ef5ekd15786,ca,47,15671,white,tan,remarketing by ge/xpress rent a car,28000,25500,12,2014
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f88ega09633,ca,36,38985,blue,tan,avis corporation,28400,28000,1,2015
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx7eua39653,ca,45,29131,gray,black,ford motor credit company,16200,16700,1,2014
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h7xer359294,ca,,4149,white,beige,lease plan usa,16450,5000,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5328427,ca,1,3215,gray,black,enterprise vehicle exchange / tra / rental / tulsa,22600,11300,12,2014
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k7d8xega49418,ca,49,24099,white,gray,rancho ford,26600,29750,12,2014
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb1et180571,ca,3,31222,—,black,hertz corporation/gdp,14750,14500,12,2014
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm2ekd12177,ca,3,20643,gray,gray,remarketing by ge/chase lease remarketing co,23000,23250,12,2014
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f8xega23902,ca,38,38575,black,gray,avis corporation,26300,26300,12,2014
2014,Ford,Mustang,V6,Convertible,,1zvbp8em4e5292368,ca,35,11407,red,gray,midway hfc fleet/ars,18750,18000,1,2015
2014,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj1em160425,ca,47,12379,red,black,honda of serramonte,10400,10800,12,2014
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej5em111871,ca,43,38690,black,black,avis corporation,10150,9800,2,2015
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em7e5322348,ca,1,7200,red,gray,fox rent a car tra,19950,8000,2,2015
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el238454,ca,33,9461,gray,gray,premium auto wholesale,12950,11800,1,2015
2014,Ford,Escape,SE,SUV,,1fmcu9g91eua15421,ca,45,25571,silver,gray,ford motor credit company,19150,18400,1,2015
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabhxez020153,ca,4,22767,red,gray,hertz corporation/gdp,12300,12000,12,2014
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl8eda08495,ca,28,29592,white,beige,ford motor credit company,18600,19000,1,2015
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70er220968,ca,29,22078,gray,black,midway hfc fleet/ars,15450,14200,12,2014
2014,Ford,Expedition,Limited,SUV,automatic,1fmju2a51eef32586,ca,49,31985,black,beige,enterprise vehicle exchange/orange,33200,31750,1,2015
2014,Dodge,Charger,SE,Sedan,,2c3cdxbg7eh300355,ca,,8370,white,—,avis tra,17000,5900,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em4e5220232,ca,38,37912,red,beige,ford motor credit company,15550,15000,12,2014
2014,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu5el515520,ca,,7796,blue,black,avis tra,18750,14100,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em4e5227102,ca,45,66307,blue,black,dtg operations inc,12250,13900,12,2014
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbb2et181180,ca,3,26177,silver,black,hertz corporation/gdp,15200,15200,12,2014
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh0ez024115,ca,4,20640,gray,gray,hertz corporation/gdp,12350,12500,12,2014
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am4e5201217,ca,31,32202,silver,beige,avis corporation,18100,17700,3,2015
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej4em114745,ca,44,36730,silver,black,ars/avis budget group,10300,10700,12,2014
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h77er271464,ca,29,20861,silver,black,midway hfc fleet/ars,15500,13500,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em8e5306658,ca,2,21629,black,black,enterprise vehicle exchange / tra / rental / tulsa,20300,12100,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f25el119598,ca,48,36334,burgundy,beige,avis rac/san leandro,11800,12000,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f28el357543,ca,35,3696,gray,black,ford motor credit company llc,13200,13500,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f20el230981,ca,1,32796,gray,—,enterprise vehicle exchange / tra / rental / tulsa,11600,5700,12,2014
2014,Dodge,Journey,SXT,SUV,automatic,3c4pdcbgxet178071,ca,3,19109,—,black,hertz corporation/gdp,16150,14700,1,2015
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f29el306696,ca,,20466,white,black,lease plan usa,12450,2000,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em6e5292369,ca,44,12241,red,black,midway hfc fleet/ars,18950,17600,1,2015
2014,Ford,Escape,SE,SUV,automatic,1fmcu9g96eua24082,ca,43,26035,white,gray,ford motor credit company,18900,18600,1,2014
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew1eda59679,ca,5,9137,white,gray,ge fleet services for itself/servicer,19950,19800,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em0e5323079,ca,,12789,red,black,avis rac/san leandro,21400,16500,12,2014
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej9em111730,ca,46,36662,red,black,avis rac/san leandro,10300,10400,12,2014
2014,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej4em108461,ca,45,39435,gray,black,avis corporation,10150,9800,2,2015
2014,FIAT,500L,Lounge,Wagon,automatic,zfbcfachxez004906,ca,4,27526,black,gray,chrysler group llc,12900,13000,2,2015
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f80egb63554,ca,3,27736,black,black,enterprise vehicle exchange / tra / rental / tulsa,28100,25250,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em2e5322953,ca,41,8709,gray,black,ford motor credit company,19050,18200,12,2014
2014,Ford,Mustang,V6,Coupe,manual,1zvbp8am8e5288815,ca,19,17659,blue,black,wells fargo dealer services,17000,12400,12,2014
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am8e5250498,ca,2,50074,gray,black,progressive remarketing,14650,6700,1,2015
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h78er301488,ca,44,23074,white,black,ford motor credit company,15400,16800,1,2014
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h74er214655,ca,37,40720,red,black,ars/avis budget group,14500,14700,1,2015
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k91er323827,ca,38,11227,white,black,ford motor credit company,21200,19500,1,2015
2014,Ford,F-250 Super Duty,XLT,SuperCab,automatic,1ft7x2bt9eeb52303,ca,29,21484,white,gray,enterprise veh exchange/rental,33500,28500,12,2014
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k8d80egb28151,ca,45,25349,silver,beige,ford motor credit company,28200,28800,1,2015
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8amxe5247733,ca,46,5669,white,tan,ford motor credit company llc,19600,18700,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f28el322467,ca,1,9151,gray,gray,enterprise vehicle exchange / tra / rental / tulsa,12950,5500,1,2015
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k22el113330,ca,41,30865,gray,black,avis corporation,12250,12900,12,2014
2014,Dodge,Journey,SXT,SUV,,3c4pddbg8et190547,ca,,12413,white,—,avis tra,18550,2000,12,2014
2014,FIAT,500L,Pop,Wagon,automatic,zfbcfaah5ez016657,ca,4,13427,white,black,hertz corporation/gdp,11750,12000,12,2014
2014,Ford,Focus,SE,Sedan,,1fadp3f25el296989,ca,,16079,black,—,avis tra,12650,1500,12,2014
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j56eef17694,ca,44,21062,black,beige,ford motor credit company,33500,31300,1,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em2e5236512,ca,44,45376,silver,black,avis corporation,14650,17200,12,2014
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k24el239723,ca,43,16579,gray,black,ford motor credit company,12600,13600,1,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5e5317214,ca,2,3821,black,black,enterprise vehicle exchange / tra / rental / tulsa,22500,12200,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em5e5279547,ca,38,20634,gray,black,ford motor credit company,20600,19000,1,2015
2014,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,1ft8w3bt6eeb79973,ca,1,18444,white,gray,enterprise vehicle exchange / tra / rental / tulsa,39400,28100,12,2014
2014,Ford,Focus,SE,Hatchback,,1fadp3k20el231571,ca,33,21022,silver,black,ford motor credit company,12500,11800,12,2014
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gx6eud26143,ca,1,23384,blue,—,national auto outlet,16600,8500,12,2014
2014,FIAT,500L,Easy,Wagon,automatic,zfbcfabh4ez024036,ca,4,20001,beige,gray,hertz corporation/gdp,12400,12600,12,2014
2014,Ford,Expedition,EL King Ranch,SUV,automatic,1fmjk1j53eef17717,ca,49,18522,black,gray,ford motor credit company,34100,32200,1,2015
2014,Ford,Escape,S,SUV,automatic,1fmcu0f75eue15137,ca,1,1762,white,black,ge fleet services for itself/servicer,15900,8000,12,2014
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,,1fbne3bl6eda15154,ca,23,22173,white,gray,ford motor credit company,19500,18700,1,2015
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em2e5205843,ca,41,64610,white,black,dtg operations inc,12250,14000,12,2014
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f89egb11958,ca,44,42635,gray,black,ars/avis budget group,27700,27800,12,2014
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ew9eda66501,ca,2,30956,white,gray,enterprise veh exchange/rental,20300,18000,12,2014
2014,Ford,Expedition,XLT,SUV,automatic,1fmju1h55eef43140,ca,46,3739,gray,gray,bmw alphera/alphera financial services,31500,26000,12,2014
2014,Ford,F-150,XLT,SuperCrew,,1ftfw1ef0efa32124,ca,49,21266,white,gray,enterprise rent a car/ars,27300,28200,12,2014
2014,Ford,Escape,SE,SUV,automatic,1fmcu0g94eua23220,ca,1,18392,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,18000,13700,12,2014
2014,Ford,E-Series Van,E-150,E-Series Van,,1ftne1ew6eda16214,ca,34,13023,white,gray,midway hfc fleet/ars,19600,19000,12,2014
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et3ekd46167,ca,42,20434,white,gray,enterprise veh exchange/rental,28200,29000,12,2014
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl9eda15231,ca,42,17210,white,gray,ford motor credit company,20000,20400,1,2015
2014,Ford,Fiesta,ST,Hatchback,manual,3fadp4gx8em180197,ca,49,13235,black,black,ford motor credit company llc,16900,17900,12,2014
2014,Ford,Focus,SE,Hatchback,,1fadp3k20el333937,ca,34,3808,gray,gray,certified preowned ford&lincoln/mercury dlr unit,13150,12700,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8emxe5302482,ca,1,29428,black,black,enterprise vehicle exchange / tra / rental / tulsa,16550,12300,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f22el187082,ca,33,38254,black,black,avis rac/san leandro,11750,11700,12,2014
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gxxeua07649,ca,41,34960,black,gray,ford motor credit company,15950,15700,1,2015
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k8f82ega23852,ca,45,38388,gray,beige,ars/avis budget group,28500,28900,12,2014
2014,Ford,Escape,S,SUV,automatic,1fmcu0f77eub01649,ca,37,40222,gray,black,jpmorgan chase bank n.a.,12800,12500,12,2014
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd4er358826,ca,2,16637,black,black,enterprise vehicle exchange / tra / rental / tulsa,16800,9600,12,2014
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm3ekd12186,ca,3,17076,red,gray,remarketing by ge/chase lease remarketing co,23600,23500,12,2014
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k21el239727,ca,4,18048,white,black,ford motor credit company,12650,12300,12,2014
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftns2ew0edb04111,ca,2,18448,white,gray,enterprise vehicle exchange / tra / rental / tulsa,20400,17500,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f2xel170966,ca,43,37351,white,black,enterprise vehicle exchange/orange,11800,11600,12,2014
2014,Ford,E-Series Van,E-150,E-Series Van,,1ftne1ew9eda16207,ca,46,9455,white,gray,midway hfc fleet/ars,20000,19900,12,2014
2014,Ford,Explorer,Limited,SUV,,1fm5k7f88ega23008,ca,47,8157,black,gray,ford motor credit company llc,30600,32100,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em8e5229550,ca,,48854,green,black,avis rac/san francisco,14950,10400,12,2014
2014,Ford,Mustang,V6,Convertible,automatic,1zvbp8em1e5243970,ca,3,32950,black,black,enterprise vehicle exchange / tra / rental / tulsa,18500,11100,12,2014
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f26el260602,ca,1,15678,red,gray,enterprise vehicle exchange / tra / rental / tulsa,12650,9000,12,2014
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k2xel239712,ca,48,15277,white,black,ford motor credit company,12650,13300,1,2014
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8amxe5202081,ca,4,24933,green,black,remarketing by ge/chase lease remarketing co,16400,16500,12,2014
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k22el248517,ca,2,16327,red,black,enterprise vehicle exchange / tra / rental / tulsa,12700,8300,12,2014
2014,Ford,Explorer,XLT,SUV,automatic,1fm5k8d89egb28147,ca,45,24442,silver,beige,ford motor credit company,28300,28900,1,2015
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567650140496,ca,29,143608,black,black,lucky imports,3200,4000,12,2014
2005,Honda,Accord,EX,Sedan,automatic,1hgcm56715a117396,ca,29,143419,silver,black,quality acceptance,4425,5500,12,2014
2005,Infiniti,G35,Base,Coupe,automatic,jnkcv54e75m401917,ca,29,88056,gray,gray,surf city nissan,8325,5200,12,2014
2005,Hyundai,Santa Fe,GLS,SUV,automatic,km8sc13e85u957064,ca,42,77116,silver,gray,billion dodge chrysler jeep,4700,6750,12,2014
2005,Kia,Sorento,LX,SUV,automatic,kndjc733855437474,ca,24,168859,white,gray,premium auto wholesale,1250,1550,12,2014
2005,Cadillac,Escalade,Base,SUV,automatic,1gyek63n05r275441,ca,29,169828,black,beige,red canoe credit union,5725,5600,12,2014
2005,Chevrolet,Equinox,LS,SUV,automatic,2cndl13f256159238,ca,24,139403,burgundy,tan,tidalwave finance corp,3025,2800,12,2014
2005,Ford,Expedition,Eddie Bauer,SUV,automatic,1fmfu17525la49577,ca,3,135099,black,beige,nissan of duarte,4925,4200,12,2014
2005,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7ha18d85s190371,ca,23,149899,white,gray,800 loan mart,5950,5000,1,2015
2005,Ford,Five Hundred,Limited,Sedan,automatic,1fafp25165g115693,ca,19,97199,burgundy,beige,yucca valley ford center,3800,3500,1,2015
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c4gm68485r495672,ca,27,145844,white,black,first credit finance,2500,2500,12,2014
2005,Honda,Accord,LX,Sedan,automatic,1hgcm55455a194232,ca,22,203900,gray,gray,bmw of riverside,3125,1900,12,2014
2005,Honda,CR-V,Special Edition,SUV,automatic,jhlrd78915c017079,ca,34,82369,gold,beige,san diego sports cars,8350,10250,12,2014
2005,Ford,Explorer,XLT,SUV,automatic,1fmdu73e35za61086,ca,,188976,silver,—,apexcars net,1650,1600,12,2014
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38705b114624,ca,,149801,silver,—,honda of stevens creek,4700,5100,12,2014
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38665b049950,ca,,143973,silver,gray,honda of escondido,4775,4100,12,2014
2005,chevrolet,2500,slv 4x2 rg,,automatic,1gbhc24u35e148595,ca,2,213294,white,black,system electric co,3525,2100,12,2014
2005,Chevrolet,Tahoe,LS,SUV,,1gnec13t15r260989,ca,19,144546,red,gray,gosch hyundai,5725,6500,12,2014
2005,Honda,Civic,EX,Sedan,automatic,2hges26795h574035,ca,,156649,gray,—,honda of hayward,3300,4000,12,2014
2005,BMW,5 Series,545i,Sedan,manual,wbanb33575b089244,ca,27,116379,black,beige,a l financial corporation,5350,4100,12,2014
2005,chrysler,pacifica,awd v6,,automatic,2c8gf48405r328736,ca,2,167846,green,gray,newport acceptance corp,2200,600,12,2014
2005,Ford,F-150,XLT,SuperCab,automatic,1ftvx14545na03989,ca,,66228,white,—,huntington beach auto buyers,9775,10000,12,2014
2005,Chevrolet,Equinox,LT,SUV,automatic,2cndl73f256036008,ca,19,129281,silver,gray,jpmorgan chase bank n.a.,3475,3000,12,2014
2005,Ford,Freestyle,SEL,Wagon,automatic,1fmdk05155ga43207,ca,,98864,gold,—,apex auto wholesale - gary,3200,3950,12,2014
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33565b115560,ca,,109431,gray,—,south county lexus at mission viejo,7350,7100,12,2014
2005,BMW,X5,3.0i,SUV,,5uxfa13555ly04531,ca,,80890,gray,—,desert fleet lease,7475,7200,12,2014
2005,Dodge,Ram Pickup 3500,SLT,Quad Cab,,3d7lr38c85g731707,ca,35,90936,white,gray,aaero sweet company,18050,19800,12,2014
2005,Chevrolet,Tahoe,LS,SUV,automatic,1gnec13t55r222469,ca,27,117164,silver,beige,cig financial,7675,7000,12,2014
2005,Ford,F-150,STX,SuperCab,automatic,1ftrx12w55kc68919,ca,2,190927,orange,gray,lease plan usa/tra,3825,3000,2,2015
2005,Dodge,Sprinter Cargo,2500 High Roof 140 WB,Van,automatic,wd0pd644155843564,ca,2,144331,white,gray,lease plan usa,5375,9100,12,2014
2005,Cadillac,CTS,Base,Sedan,automatic,1g6dp567x50105296,ca,23,91133,red,tan,santander consumer,5250,5000,12,2014
2005,Chrysler,Sebring,Limited,Convertible,automatic,1c3el65r75n638459,ca,,122339,gray,gray,honda world,1250,1500,12,2014
2005,BMW,6 Series,645Ci,Convertible,,wbaek73425b326706,ca,,81423,black,—,mercedes benz of san francisco,13500,15100,12,2014
2005,Ford,Mustang,Premium,Coupe,,1zvft80n555189330,ca,32,96587,beige,tan,cig financial,5725,5900,12,2014
2005,BMW,5 Series,545i,Sedan,automatic,wbanb33585cn67018,ca,,70995,black,—,peninsula infiniti llc,9275,9000,12,2014
2005,Chrysler,300,Base,Sedan,automatic,2c3ja43r75h506287,ca,19,102594,black,green,billotti auto sales,5225,4200,12,2014
2005,Chrysler,300,C,Sedan,automatic,2c3ja63h95h115998,ca,34,98955,gray,beige,m l sim,6225,7500,12,2014
2005,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y05u256684,ca,36,27466,silver,gray,billotti auto sales,5775,6400,12,2014
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,automatic,1gchc23235f970643,ca,,194988,white,—,james family auto sales,9425,10500,12,2014
2005,HUMMER,H2 SUT,Base,Crew Cab,automatic,5grgn22u75h107565,ca,39,56608,white,black,onemain rem/m&m auto traders,22200,24000,1,2015
2005,Ford,Mustang,Premium,Coupe,manual,1zvft80n555141424,ca,,83719,brown,gray,toyota of poway,6125,6300,12,2014
2005,Ford,Five Hundred,Limited,Sedan,automatic,1fahp281x5g137300,ca,27,67736,gray,black,worthington ford,5275,4100,12,2014
2005,Chevrolet,Monte Carlo,SS,Coupe,automatic,2g1wz121959146866,ca,26,134353,red,black,kern schools fcu,3475,1500,1,2015
2005,Ford,F-150,XLT,SuperCab,automatic,1ftpx12535kd21597,ca,,103633,black,—,winn santa maria hyundai,7225,5000,12,2014
2005,Chevrolet,Silverado 1500,LS,Crew Cab,automatic,2gcec13t351210242,ca,41,101164,silver,gray,california republic bank,9000,10250,12,2014
2005,Dodge,Ram Pickup 1500,SRT-10,Quad Cab,automatic,3d3ha18h15g727268,ca,25,87162,black,black,phillips auto brokerage,16300,15500,12,2014
2005,Honda,Accord,Hybrid,Sedan,automatic,jhmcn36495c004319,ca,25,155546,silver,gray,cig financial,3825,3500,12,2014
2005,Chrysler,Town and Country,LX,Minivan,automatic,2c4gp44r05r589915,ca,28,158513,blue,gray,western motors/aide rent a car,1950,1300,12,2014
2005,Ford,Mustang,Deluxe,Convertible,automatic,1zvft84n855208611,ca,3,99870,yellow,black,tradewinds remarketing,5175,5500,12,2014
2005,Chevrolet,TrailBlazer,LS,SUV,automatic,1gnds13s352204857,ca,36,132371,white,gray,j.d. byrider,3225,2800,12,2014
2005,chrysler,pacifica,fwd v6 touring,,automatic,2c8gm684x5r658014,ca,33,121035,blue,beige,remarketing by ge/drivetime,3150,2000,12,2014
